batsman,bowler,0,1,2,3,4,5,6,wickets,balls
TS Mills,CH Morris,0.75,0,0,0,0,0,0,0.25,4
AP Tare,B Stanlake,0.666666666666667,0.111111111111111,0,0,0.222222222222222,0,0,0,9
SW Billings,B Stanlake,0.333333333333333,0.333333333333333,0,0.166666666666667,0.166666666666667,0,0,0,6
AP Tare,YS Chahal,0,1,0,0,0,0,0,0,2
AP Tare,Iqbal Abdulla,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0,3
SW Billings,TS Mills,0,1,0,0,0,0,0,0,1
AP Tare,TS Mills,0.75,0,0,0,0,0,0,0.25,4
KK Nair,TS Mills,0.5,0,0,0,0.5,0,0,0,2
KK Nair,B Stanlake,0.5,0,0,0,0,0,0,0.5,2
SV Samson,B Stanlake,0.333333333333333,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0,0.166666666666667,6
RR Pant,Iqbal Abdulla,0.166666666666667,0.333333333333333,0,0,0.166666666666667,0,0.333333333333333,0,6
RR Pant,TS Mills,0.1,0.5,0.1,0,0.2,0,0.1,0,10
SV Samson,TS Mills,0,1,0,0,0,0,0,0,1
RR Pant,B Stanlake,0.5,0.5,0,0,0,0,0,0,2
CH Morris,B Stanlake,0,1,0,0,0,0,0,0,1
CR Brathwaite,SR Watson,0.666666666666667,0.333333333333333,0,0,0,0,0,0,3
CR Brathwaite,YS Chahal,0.666666666666667,0,0,0,0,0,0,0.333333333333333,3
PJ Cummins,YS Chahal,1,0,0,0,0,0,0,0,1
PJ Cummins,TS Mills,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
PJ Cummins,SR Watson,0.333333333333333,0,0,0,0.333333333333333,0,0,0.333333333333333,3
A Mishra,TS Mills,0.25,0.5,0.25,0,0,0,0,0,4
RR Pant,P Negi,0.5,0,0,0,0,0,0,0.5,2
KL Rahul,SB Jakati,0.285714285714286,0.571428571428571,0,0,0,0,0.142857142857143,0,7
KL Rahul,DJ Bravo,0.25,0.625,0,0,0.125,0,0,0,8
KL Rahul,P Kumar,0,0.333333333333333,0,0,0.666666666666667,0,0,0,3
BB McCullum,KW Richardson,0.25,0.125,0,0,0.375,0,0.25,0,8
DR Smith,KW Richardson,0.4,0.2,0,0,0,0,0.2,0.2,5
SK Raina,T Shamsi,0.285714285714286,0.571428571428571,0,0,0.142857142857143,0,0,0,7
BB McCullum,T Shamsi,0.2,0.4,0,0,0.2,0,0,0.2,5
KD Karthik,T Shamsi,0.545454545454545,0.272727272727273,0.181818181818182,0,0,0,0,0,11
RA Jadeja,KW Richardson,0,1,0,0,0,0,0,0,2
S Dhawan,K Rabada,0.25,0.5,0,0,0.25,0,0,0,4
DA Warner,K Rabada,0.25,0.25,0.25,0,0.25,0,0,0,8
MC Henriques,K Rabada,0,0.5,0,0,0.5,0,0,0,4
Yuvraj Singh,K Rabada,0.125,0.25,0,0,0.5,0,0.125,0,8
RR Pant,Mohammed Siraj,0.2,0.4,0,0,0,0,0.2,0.2,5
RR Pant,Rashid Khan,0.125,0.5,0.125,0,0.25,0,0,0,8
RR Pant,S Kaul,0.5,0.5,0,0,0,0,0,0,2
CJ Anderson,Mohammed Siraj,0.4,0.4,0,0,0,0,0.2,0,5
SS Iyer,Yuvraj Singh,0,0.5,0,0,0,0,0.5,0,4
CJ Anderson,S Kaul,0,0.666666666666667,0.166666666666667,0,0,0,0.166666666666667,0,6
CJ Anderson,Rashid Khan,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
CH Morris,Mohammed Siraj,0,0.666666666666667,0,0,0.333333333333333,0,0,0,3
CH Morris,S Kaul,0,0.666666666666667,0,0,0,0,0.333333333333333,0,3
CJ Anderson,MC Henriques,0,0,0,0,1,0,0,0,1
F du Plessis,AB Dinda,0.6,0.2,0,0,0,0,0.2,0,5
F du Plessis,A Nehra,0.470588235294118,0.235294117647059,0,0,0.235294117647059,0,0.058823529411765,0,17
F du Plessis,R Sharma,0.45,0.3,0.1,0,0.1,0,0,0.05,20
F du Plessis,MN Samuels,0.4375,0.375,0.0625,0,0.0625,0,0,0.0625,16
M Vijay,MN Samuels,0,1,0,0,0,0,0,0,2
F du Plessis,AD Mathews,0,0.666666666666667,0.166666666666667,0,0.166666666666667,0,0,0,6
RA Jadeja,MN Samuels,0.181818181818182,0.454545454545455,0,0,0.090909090909091,0,0.181818181818182,0.090909090909091,11
MS Dhoni,MN Samuels,0.125,0.5,0.125,0,0.125,0,0.125,0,8
RV Uthappa,KMDN Kulasekara,0.4,0.2,0,0,0.2,0,0,0.2,5
JD Ryder,DJ Bravo,0.333333333333333,0.333333333333333,0.111111111111111,0,0.111111111111111,0,0.111111111111111,0,9
JD Ryder,SK Raina,0.272727272727273,0.727272727272727,0,0,0,0,0,0,11
SC Ganguly,SK Raina,0.75,0.25,0,0,0,0,0,0,4
MN Samuels,R Ashwin,0.8,0,0,0,0,0,0,0.2,5
MN Samuels,SK Raina,0.166666666666667,0.833333333333333,0,0,0,0,0,0,6
MN Samuels,VY Mahesh,0.5,0.166666666666667,0.166666666666667,0,0,0,0,0.166666666666667,6
JD Ryder,VY Mahesh,0.25,0.25,0,0,0.5,0,0,0,4
SPD Smith,VY Mahesh,0.5,0,0,0,0.25,0,0.25,0,4
SPD Smith,KMDN Kulasekara,0.142857142857143,0.571428571428571,0,0,0.285714285714286,0,0,0,7
GH Vihari,KA Pollard,0,0.666666666666667,0.333333333333333,0,0,0,0,0,3
CL White,MG Johnson,0.4,0.2,0,0,0.2,0,0.2,0,5
CL White,DS Kulkarni,0.083333333333333,0.5,0,0,0.25,0,0.166666666666667,0,12
NLTC Perera,SL Malinga,0,1,0,0,0,0,0,0,1
NLTC Perera,DS Kulkarni,0.666666666666667,0.333333333333333,0,0,0,0,0,0,3
SR Tendulkar,DJG Sammy,0,1,0,0,0,0,0,0,2
SR Tendulkar,KV Sharma,0.125,0.375,0,0,0.25,0,0.125,0.125,8
RG Sharma,DJG Sammy,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
MA Agarwal,JJ Bumrah,0.666666666666667,0,0,0,0,0,0,0.333333333333333,3
CH Gayle,JDP Oram,0.428571428571429,0.285714285714286,0.142857142857143,0,0.142857142857143,0,0,0,7
MA Agarwal,JDP Oram,0.666666666666667,0.333333333333333,0,0,0,0,0,0,3
DT Christian,JJ Bumrah,0.428571428571429,0.285714285714286,0.285714285714286,0,0,0,0,0,7
DT Christian,JDP Oram,0.666666666666667,0.333333333333333,0,0,0,0,0,0,3
KB Arun Karthik,JJ Bumrah,0,1,0,0,0,0,0,0,1
KB Arun Karthik,MG Johnson,0.5,0.25,0,0,0.25,0,0,0,4
KB Arun Karthik,JDP Oram,0.5,0.25,0,0,0.25,0,0,0,8
KB Arun Karthik,MM Patel,0,1,0,0,0,0,0,0,2
RT Ponting,JD Unadkat,0.571428571428571,0.428571428571429,0,0,0,0,0,0,7
SR Tendulkar,JD Unadkat,0.5,0.25,0,0,0.25,0,0,0,4
RT Ponting,DT Christian,0.444444444444444,0.222222222222222,0.222222222222222,0,0,0,0.111111111111111,0,9
RT Ponting,R Vinay Kumar,0.2,0.6,0,0,0.2,0,0,0,5
RT Ponting,M Muralitharan,0.6,0.2,0.2,0,0,0,0,0,5
RT Ponting,M Kartik,0.5,0.166666666666667,0.166666666666667,0,0,0,0,0.166666666666667,6
M Vijay,AN Ahmed,0.636363636363636,0.090909090909091,0,0,0.181818181818182,0,0.090909090909091,0,11
M Vijay,JEC Franklin,0.25,0.5,0,0,0,0,0,0.25,4
SB Jakati,SL Malinga,0.571428571428571,0.428571428571429,0,0,0,0,0,0,7
SB Jakati,Harbhajan Singh,0,1,0,0,0,0,0,0,3
DE Bollinger,Harbhajan Singh,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
DE Bollinger,SL Malinga,0.5,0.25,0,0,0,0,0,0.25,4
RE Levi,JA Morkel,0.666666666666667,0.333333333333333,0,0,0,0,0,0,6
RE Levi,DE Bollinger,0.333333333333333,0.222222222222222,0,0,0.444444444444444,0,0,0,9
RE Levi,R Ashwin,0.555555555555556,0.333333333333333,0,0,0,0,0.111111111111111,0,9
RE Levi,RA Jadeja,0.2,0.2,0,0,0.4,0,0.2,0,5
RE Levi,DJ Bravo,0.6,0,0,0,0,0,0.2,0.2,5
AT Rayudu,DE Bollinger,0,0.75,0,0,0,0,0.25,0,4
JEC Franklin,SB Jakati,0.25,0.5,0,0,0.25,0,0,0,4
JEC Franklin,DE Bollinger,0.5,0.25,0,0,0.25,0,0,0,4
AB de Villiers,WPUJC Vaas,0.444444444444444,0.444444444444444,0,0,0.111111111111111,0,0,0,9
R Bhatia,PP Ojha,0.5,0,0,0,0,0,0,0.5,2
A Mishra,RP Singh,0,1,0,0,0,0,0,0,2
A Mishra,WPUJC Vaas,1,0,0,0,0,0,0,0,1
KD Karthik,WPUJC Vaas,0.2,0,0.2,0,0.2,0,0.4,0,5
DB Ravi Teja,PJ Sangwan,0.666666666666667,0.222222222222222,0,0,0.111111111111111,0,0,0,9
DB Ravi Teja,TM Dilshan,0.333333333333333,0.666666666666667,0,0,0,0,0,0,6
A Symonds,PJ Sangwan,0.25,0.5,0,0,0.25,0,0,0,4
DB Ravi Teja,DP Nannes,0.666666666666667,0.166666666666667,0,0,0,0,0,0.166666666666667,6
A Symonds,R Bhatia,0.5,0,0,0,0,0,0,0.5,2
WPUJC Vaas,R Bhatia,0,1,0,0,0,0,0,0,3
WPUJC Vaas,A Nehra,0,0.5,0.25,0,0.25,0,0,0,4
PP Ojha,R Bhatia,0.666666666666667,0,0,0,0,0,0,0.333333333333333,3
Shoaib Ahmed,R Bhatia,0.5,0,0,0,0,0,0,0.5,2
C Madan,A Nehra,0.7,0.1,0,0,0.2,0,0,0,10
C Madan,PJ Sangwan,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0,0,3
C Madan,A Mishra,1,0,0,0,0,0,0,0,3
SR Tendulkar,AB McDonald,0.333333333333333,0.666666666666667,0,0,0,0,0,0,6
C Madan,AB McDonald,0.5,0,0,0,0,0,0,0.5,2
SS Tiwary,AB McDonald,0.285714285714286,0.714285714285714,0,0,0,0,0,0,7
SS Tiwary,PD Collingwood,0.166666666666667,0.5,0.25,0,0,0,0.083333333333333,0,12
SR Tendulkar,PD Collingwood,0.5,0.5,0,0,0,0,0,0,2
AT Rayudu,PD Collingwood,0.25,0.75,0,0,0,0,0,0,8
AT Rayudu,AB McDonald,0,0.5,0.25,0,0.25,0,0,0,4
JP Duminy,PJ Sangwan,1,0,0,0,0,0,0,0,1
JP Duminy,PD Collingwood,0,1,0,0,0,0,0,0,2
JP Duminy,S Ladda,0,1,0,0,0,0,0,0,1
JP Duminy,AB McDonald,0,1,0,0,0,0,0,0,1
KA Pollard,AB McDonald,0,0,0.2,0,0.2,0,0.6,0,5
V Sehwag,CRD Fernando,0.5,0.166666666666667,0,0,0.333333333333333,0,0,0,6
DA Warner,CRD Fernando,0.333333333333333,0.166666666666667,0,0,0.333333333333333,0,0,0.166666666666667,6
KD Karthik,AG Murtaza,0.125,0.75,0,0,0,0,0,0.125,8
PD Collingwood,AG Murtaza,0.5,0.5,0,0,0,0,0,0,2
PD Collingwood,KA Pollard,0.666666666666667,0.333333333333333,0,0,0,0,0,0,3
AB McDonald,KA Pollard,0.333333333333333,0.5,0.166666666666667,0,0,0,0,0,6
AB McDonald,AG Murtaza,0.166666666666667,0.833333333333333,0,0,0,0,0,0,6
A Mishra,AG Murtaza,0,1,0,0,0,0,0,0,3
AB McDonald,Harbhajan Singh,0.375,0.5,0.125,0,0,0,0,0,8
A Mishra,CRD Fernando,0.25,0.5,0,0,0,0,0,0.25,4
AB McDonald,CRD Fernando,0,1,0,0,0,0,0,0,6
PJ Sangwan,Harbhajan Singh,0,1,0,0,0,0,0,0,1
PJ Sangwan,CRD Fernando,0,0.666666666666667,0.333333333333333,0,0,0,0,0,3
M Vijay,CRD Fernando,0.333333333333333,0.333333333333333,0,0,0,0,0.166666666666667,0.166666666666667,6
ML Hayden,CRD Fernando,0.666666666666667,0.333333333333333,0,0,0,0,0,0,6
S Badrinath,CRD Fernando,0.666666666666667,0,0,0,0,0,0,0.333333333333333,3
MS Dhoni,CRD Fernando,0.5,0.5,0,0,0,0,0,0,6
SK Raina,CRD Fernando,0.333333333333333,0,0,0,0.666666666666667,0,0,0,3
S Anirudha,SL Malinga,0.25,0.25,0.25,0,0.25,0,0,0,4
AM Nayar,DE Bollinger,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
AM Nayar,JA Morkel,0.333333333333333,0.5,0,0,0,0,0.166666666666667,0,6
AM Nayar,SB Jakati,0.142857142857143,0.285714285714286,0.142857142857143,0,0.142857142857143,0,0.285714285714286,0,7
AM Nayar,SK Raina,0.5,0.4,0,0,0,0,0.1,0,10
SR Tendulkar,SK Raina,0.307692307692308,0.461538461538462,0.076923076923077,0,0.076923076923077,0,0,0.076923076923077,13
KA Pollard,DE Bollinger,0.285714285714286,0,0.142857142857143,0,0.285714285714286,0,0.285714285714286,0,7
CRD Fernando,DE Bollinger,0,1,0,0,0,0,0,0,2
SL Malinga,DE Bollinger,0,1,0,0,0,0,0,0,1
AT Rayudu,Joginder Sharma,0.571428571428571,0.285714285714286,0,0,0.142857142857143,0,0,0,7
RG Sharma,S Randiv,0.333333333333333,0.222222222222222,0,0,0.333333333333333,0,0.111111111111111,0,9
AT Rayudu,S Randiv,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333,3
A Symonds,S Randiv,0.571428571428571,0.142857142857143,0.142857142857143,0,0.142857142857143,0,0,0,7
A Symonds,Joginder Sharma,0,0.5,0,0,0,0,0.5,0,2
S Badrinath,AN Ahmed,0.25,0.5,0,0,0.25,0,0,0,4
MEK Hussey,AN Ahmed,0,1,0,0,0,0,0,0,2
S Badrinath,RG Sharma,0,0.25,0.25,0,0.25,0,0.25,0,4
S Anirudha,KA Pollard,0.6,0.2,0,0,0,0,0.2,0,5
S Anirudha,Harbhajan Singh,0.5,0.25,0,0,0,0,0,0.25,4
Joginder Sharma,Harbhajan Singh,0.5,0,0,0,0,0,0,0.5,2
S Randiv,SL Malinga,0.6,0,0.2,0,0,0,0,0.2,5
MJ Lumb,AB Dinda,0.5,0,0,0,0,0,0,0.5,2
FY Fazal,I Sharma,0.5,0.25,0.125,0,0.125,0,0,0,8
AA Jhunjhunwala,AD Mathews,0,0.833333333333333,0,0,0.166666666666667,0,0,0,6
AA Jhunjhunwala,M Kartik,0.3125,0.4375,0.125,0,0.125,0,0,0,16
YK Pathan,SE Bond,0.142857142857143,0.428571428571429,0.142857142857143,0,0.285714285714286,0,0,0,7
AA Jhunjhunwala,SE Bond,0.2,0.6,0,0,0.2,0,0,0,5
AA Jhunjhunwala,AB Dinda,0.25,0.75,0,0,0,0,0,0,4
AA Jhunjhunwala,BJ Hodge,0,0.75,0,0,0.25,0,0,0,4
AC Voges,BJ Hodge,0,0.5,0,0,0.5,0,0,0,2
AC Voges,AD Mathews,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0,0,3
AA Jhunjhunwala,I Sharma,0.5,0,0,0,0,0,0,0.5,2
AC Voges,I Sharma,0.2,0.2,0.2,0,0,0,0.4,0,5
P Dogra,I Sharma,0.5,0,0,0,0,0,0,0.5,2
AC Voges,SE Bond,0,1,0,0,0,0,0,0,3
MM Patel,SE Bond,0,0.5,0.5,0,0,0,0,0,2
MM Patel,I Sharma,0,1,0,0,0,0,0,0,1
CA Pujara,SW Tait,0.6,0,0,0,0.4,0,0,0,5
CA Pujara,MM Patel,0.4,0.2,0,0,0.4,0,0,0,5
BJ Hodge,AC Voges,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,3
OA Shah,YK Pathan,0.555555555555556,0.333333333333333,0,0,0.111111111111111,0,0,0,9
OA Shah,SW Tait,0.5,0.5,0,0,0,0,0,0,6
OA Shah,SK Trivedi,0.333333333333333,0.333333333333333,0,0,0,0,0.333333333333333,0,3
WP Saha,MM Patel,0.5,0.5,0,0,0,0,0,0,2
HH Gibbs,Y Nagar,0.5,0.25,0,0,0,0,0,0.25,4
A Symonds,S Ladda,0.4,0.4,0,0,0,0,0.2,0,5
HH Gibbs,S Ladda,0,1,0,0,0,0,0,0,2
HH Gibbs,UT Yadav,0.5,0.5,0,0,0,0,0,0,4
A Symonds,Y Nagar,0.166666666666667,0.333333333333333,0,0,0.333333333333333,0,0.166666666666667,0,6
RG Sharma,Y Nagar,0.6,0.4,0,0,0,0,0,0,5
A Symonds,MC Henriques,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333,3
DA Warner,RG Sharma,0,1,0,0,0,0,0,0,1
DA Warner,A Symonds,0.428571428571429,0.428571428571429,0.142857142857143,0,0,0,0,0,7
MC Henriques,PP Ojha,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,6
KD Karthik,A Symonds,0.2,0.4,0,0,0.2,0,0,0.2,5
MC Henriques,A Symonds,0.5,0,0,0,0,0,0,0.5,2
Y Nagar,A Symonds,0.666666666666667,0.333333333333333,0,0,0,0,0,0,3
A Mishra,A Symonds,0.5,0,0,0,0,0,0,0.5,2
UT Yadav,A Symonds,0.5,0.5,0,0,0,0,0,0,2
Y Nagar,WPUJC Vaas,0.5,0,0,0,0,0,0,0.5,2
S Ladda,WPUJC Vaas,1,0,0,0,0,0,0,0,1
UT Yadav,WPUJC Vaas,0,1,0,0,0,0,0,0,2
DP Nannes,WPUJC Vaas,0.5,0.5,0,0,0,0,0,0,2
SR Tendulkar,GD McGrath,0.4,0.2,0,0,0.4,0,0,0,5
ST Jayasuriya,B Geeves,0.3,0.2,0,0,0.4,0,0.1,0,10
SR Tendulkar,B Geeves,0.25,0.5,0,0,0.25,0,0,0,4
SR Tendulkar,VY Mahesh,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333,3
DR Smith,VY Mahesh,0.4,0.4,0,0,0,0,0,0.2,5
DR Smith,MF Maharoof,0.5,0.5,0,0,0,0,0,0,4
ST Jayasuriya,A Mishra,0.444444444444444,0.222222222222222,0.111111111111111,0,0,0,0.111111111111111,0.111111111111111,9
DR Smith,B Geeves,0,0.5,0,0,0.5,0,0,0,4
AM Nayar,B Geeves,0.5,0,0,0,0,0,0,0.5,2
SM Pollock,B Geeves,0.666666666666667,0.333333333333333,0,0,0,0,0,0,3
RV Uthappa,B Geeves,0,0,0,0,1,0,0,0,2
SM Pollock,A Mishra,0.25,0.75,0,0,0,0,0,0,4
RV Uthappa,GD McGrath,0,0.4,0,0,0.6,0,0,0,5
SM Pollock,MF Maharoof,0.25,0.25,0,0,0.25,0,0,0.25,4
RV Uthappa,MF Maharoof,0,1,0,0,0,0,0,0,2
SD Chitnis,MF Maharoof,0,1,0,0,0,0,0,0,1
SD Chitnis,GD McGrath,0,1,0,0,0,0,0,0,2
PR Shah,VY Mahesh,0.5,0,0,0,0,0,0,0.5,2
G Gambhir,A Nel,0.2,0.2,0,0,0.2,0,0.2,0.2,5
S Dhawan,A Nel,0.2,0.6,0,0,0.2,0,0,0,5
MK Tiwary,A Nel,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0,0,3
MK Tiwary,ST Jayasuriya,0.222222222222222,0.555555555555556,0.111111111111111,0,0.111111111111111,0,0,0,9
S Dhawan,ST Jayasuriya,0,0.5,0.5,0,0,0,0,0,2
KD Karthik,ST Jayasuriya,0.181818181818182,0.454545454545455,0.181818181818182,0,0.090909090909091,0,0.090909090909091,0,11
MK Tiwary,SM Pollock,0,0.5,0,0,0.5,0,0,0,2
MF Maharoof,A Nehra,0.428571428571429,0.285714285714286,0,0,0.285714285714286,0,0,0,7
MF Maharoof,DS Kulkarni,0.5,0,0,0,0.5,0,0,0,4
KD Karthik,A Nel,0.666666666666667,0,0.166666666666667,0,0,0,0.166666666666667,0,6
DR Smith,AN Ahmed,0.666666666666667,0.333333333333333,0,0,0,0,0,0,3
BB McCullum,AN Ahmed,0,1,0,0,0,0,0,0,2
DJ Hussey,MA Starc,0.666666666666667,0.333333333333333,0,0,0,0,0,0,3
DJ Hussey,M Muralitharan,0.454545454545455,0.363636363636364,0,0,0.090909090909091,0,0,0.090909090909091,11
DJ Hussey,YS Chahal,0.142857142857143,0.714285714285714,0,0,0,0,0.142857142857143,0,7
DJ Hussey,AN Ahmed,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
DJ Hussey,S Rana,0,1,0,0,0,0,0,0,2
RA Jadeja,AN Ahmed,0.25,0.75,0,0,0,0,0,0,4
CH Gayle,S Badree,0.444444444444444,0.444444444444444,0,0,0,0,0.111111111111111,0,9
S Rana,RA Jadeja,0,1,0,0,0,0,0,0,1
S Rana,DJ Hussey,0.5,0,0,0,0,0,0,0.5,2
AN Ahmed,DJ Hussey,0,0,0,0,1,0,0,0,1
BB Samantray,AB Dinda,1,0,0,0,0,0,0,0,4
BB Samantray,AD Mathews,0.285714285714286,0.428571428571429,0.142857142857143,0,0.142857142857143,0,0,0,7
BB Samantray,B Kumar,0,1,0,0,0,0,0,0,1
BB Samantray,R Sharma,0.5,0.25,0.0625,0,0.0625,0,0.0625,0.0625,16
KV Sharma,R Sharma,0.6,0.2,0,0,0,0,0,0.2,5
BB Samantray,MR Marsh,0.3,0.5,0.1,0,0.1,0,0,0,10
KV Sharma,MR Marsh,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
NLTC Perera,MR Marsh,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333,3
A Mishra,AD Mathews,0.25,0.75,0,0,0,0,0,0,8
A Ashish Reddy,MR Marsh,0,1,0,0,0,0,0,0,3
DW Steyn,AB Dinda,0,0,0,0,1,0,0,0,1
AJ Finch,NLTC Perera,0.5,0,0,0,0,0,0,0.5,2
SPD Smith,NLTC Perera,0.571428571428571,0.428571428571429,0,0,0,0,0,0,7
TL Suman,NLTC Perera,0.4,0.2,0.2,0,0.2,0,0,0,5
TL Suman,KV Sharma,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333,3
AD Mathews,KV Sharma,0.375,0.5,0,0,0.125,0,0,0,8
AD Mathews,I Sharma,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
MR Marsh,I Sharma,1,0,0,0,0,0,0,0,1
MR Marsh,KV Sharma,0,1,0,0,0,0,0,0,1
AM Nayar,NLTC Perera,0.666666666666667,0,0,0,0,0,0,0.333333333333333,3
B Kumar,A Mishra,0.5,0,0,0,0,0,0,0.5,2
R Sharma,A Mishra,0.5,0,0,0,0,0,0,0.5,2
SN Khan,Mustafizur Rahman,0.2,0.2,0.2,0,0.2,0,0.2,0,5
SN Khan,B Kumar,0,0,0,0,0.8,0,0.2,0,5
DA Warner,AF Milne,0,0.5,0,0,0.333333333333333,0,0.166666666666667,0,6
S Dhawan,AF Milne,0.5,0.5,0,0,0,0,0,0,6
MC Henriques,Parvez Rasool,0.571428571428571,0.428571428571429,0,0,0,0,0,0,7
MC Henriques,HV Patel,0.307692307692308,0.230769230769231,0.076923076923077,0,0.307692307692308,0,0.076923076923077,0,13
DJ Hooda,AF Milne,0.25,0.5,0,0,0.25,0,0,0,4
MC Henriques,AF Milne,0.5,0,0,0,0,0,0,0.5,2
EJG Morgan,AF Milne,0,1,0,0,0,0,0,0,2
A Ashish Reddy,YS Chahal,0.571428571428571,0.142857142857143,0,0,0,0,0.285714285714286,0,7
A Ashish Reddy,Parvez Rasool,0.222222222222222,0.444444444444444,0,0,0.222222222222222,0,0.111111111111111,0,9
EJG Morgan,HV Patel,0.4,0.2,0.4,0,0,0,0,0,5
KV Sharma,HV Patel,0.428571428571429,0.142857142857143,0.285714285714286,0,0.142857142857143,0,0,0,7
KV Sharma,AF Milne,0.5,0,0,0,0.25,0,0.25,0,4
F du Plessis,MS Gony,0.444444444444444,0.111111111111111,0.111111111111111,0,0.111111111111111,0,0.222222222222222,0,9
S Badrinath,DJ Harris,0,1,0,0,0,0,0,0,3
F du Plessis,DJ Harris,0,0.666666666666667,0,0,0,0,0.333333333333333,0,3
S Badrinath,Ankit Sharma,0.5,0.5,0,0,0,0,0,0,2
F du Plessis,TP Sudhindra,0.5,0,0,0,0,0,0,0.5,2
RA Jadeja,TP Sudhindra,0.125,0.625,0.125,0,0,0,0.125,0,8
S Badrinath,TP Sudhindra,0.142857142857143,0.428571428571429,0.142857142857143,0,0.285714285714286,0,0,0,7
S Badrinath,MS Gony,0.25,0.5,0,0,0.25,0,0,0,4
RA Jadeja,Ankit Sharma,0.2,0.2,0,0,0.2,0,0.4,0,5
DJ Bravo,TP Sudhindra,0,0.666666666666667,0,0,0,0,0.333333333333333,0,6
JA Morkel,TP Sudhindra,0,0,1,0,0,0,0,0,1
DJ Harris,R Ashwin,0.666666666666667,0.222222222222222,0,0,0.111111111111111,0,0,0,9
DJ Harris,JA Morkel,0,1,0,0,0,0,0,0,1
DJ Harris,DE Bollinger,0.4,0,0,0,0.4,0,0,0.2,5
B Chipli,RA Jadeja,0.571428571428571,0.142857142857143,0,0,0,0,0.142857142857143,0.142857142857143,7
DT Christian,SB Jakati,0.25,0.5,0,0,0,0,0,0.25,4
MS Gony,RA Jadeja,0.6,0.2,0,0,0,0,0,0.2,5
MS Gony,SB Jakati,0.25,0.75,0,0,0,0,0,0,4
Ankit Sharma,F du Plessis,0,0.5,0,0,0,0,0.5,0,4
DW Steyn,F du Plessis,0,1,0,0,0,0,0,0,2
Ankit Sharma,DE Bollinger,0.5,0,0,0,0,0,0,0.5,2
SC Ganguly,JP Faulkner,0.666666666666667,0.166666666666667,0,0,0.166666666666667,0,0,0,6
MN Samuels,Bipul Sharma,0.166666666666667,0.5,0,0,0.166666666666667,0,0.166666666666667,0,6
MN Samuels,PP Chawla,0.25,0.625,0,0,0,0,0.125,0,8
MN Samuels,Harmeet Singh,0.333333333333333,0.333333333333333,0,0,0.166666666666667,0,0,0.166666666666667,6
CJ Ferguson,AD Mascarenhas,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,3
CJ Ferguson,Harmeet Singh,0.75,0,0,0,0,0,0,0.25,4
SPD Smith,Harmeet Singh,0,1,0,0,0,0,0,0,2
R Sharma,JP Faulkner,1,0,0,0,0,0,0,0,2
AC Gilchrist,MN Samuels,0.833333333333333,0,0,0,0.166666666666667,0,0,0,6
AM Nayar,MN Samuels,0.5,0.5,0,0,0,0,0,0,2
AM Nayar,R Sharma,0.5,0.5,0,0,0,0,0,0,2
Mandeep Singh,M Kartik,0.2,0.2,0.2,0,0.4,0,0,0,5
AD Mascarenhas,R Sharma,0,0.666666666666667,0.333333333333333,0,0,0,0,0,3
Bipul Sharma,R Sharma,0.375,0.125,0.25,0,0.125,0,0.125,0,8
AD Mascarenhas,MN Samuels,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333,3
Bipul Sharma,MN Samuels,0.142857142857143,0.571428571428571,0,0,0.142857142857143,0,0.142857142857143,0,7
JP Faulkner,MN Samuels,0,1,0,0,0,0,0,0,1
Bipul Sharma,AB Dinda,0.2,0.4,0.2,0,0.2,0,0,0,5
P Kumar,MN Samuels,0.5,0.5,0,0,0,0,0,0,2
G Gambhir,TS Mills,0.6,0.1,0.1,0,0,0,0.1,0.1,10
SP Narine,TS Mills,0,1,0,0,0,0,0,0,1
RV Uthappa,TS Mills,0.5,0,0,0,0.5,0,0,0,2
SP Narine,STR Binny,0.333333333333333,0,0,0,0.333333333333333,0,0,0.333333333333333,3
MK Pandey,S Badree,0.4,0.4,0.1,0,0.1,0,0,0,10
RV Uthappa,S Badree,0.5,0,0,0,0,0,0,0.5,2
YK Pathan,S Badree,0.25,0.5,0.25,0,0,0,0,0,4
SA Yadav,S Badree,0.666666666666667,0.333333333333333,0,0,0,0,0,0,3
