A Nehra,0,RA Tripathi,4,3,0,0,0,0,0,0,0,3
A Nehra,0,R Bhatia,7,1,3,0,0,0,0,0,1,5
A Nehra,0,A Zampa,3,1,0,0,0,0,0,0,1,2
A Nehra,0,Imran Tahir,6,0,0,1,0,0,0,0,0,1
A Nehra,0,CH Gayle,4,14,7,0,0,2,0,5,1,29
A Nehra,0,V Kohli,4,27,16,2,0,7,0,2,6,60
A Nehra,0,AB de Villiers,4,10,7,0,0,6,0,5,2,30
A Nehra,0,SN Khan,9,3,3,0,0,0,0,0,1,7
A Nehra,0,DS Kulkarni,8,1,1,0,0,0,0,0,0,2
A Nehra,0,AC Gilchrist,4,20,12,2,0,14,0,4,1,53
A Nehra,0,PC Valthaty,5,3,1,0,0,0,0,0,0,4
A Nehra,0,P Kumar,7,0,2,0,0,0,0,0,0,2
A Nehra,0,MK Pandey,5,6,3,0,0,2,0,0,0,11
A Nehra,0,RV Uthappa,4,13,10,2,1,8,0,1,2,37
A Nehra,0,MR Marsh,7,2,1,1,0,0,0,0,1,5
A Nehra,0,LA Pomersbach,5,5,2,0,0,3,0,2,0,12
A Nehra,0,PR Shah,7,2,2,0,0,0,0,0,0,4
A Nehra,0,S Aravind,7,1,0,0,0,0,0,0,1,2
A Nehra,0,M Muralitharan,6,0,1,0,0,0,0,0,0,1
A Nehra,0,G Gambhir,5,12,11,1,0,2,0,1,1,28
A Nehra,0,YK Pathan,4,8,5,2,0,4,0,2,1,22
A Nehra,0,Shakib Al Hasan,5,2,4,1,0,0,0,0,0,7
A Nehra,0,SA Yadav,5,2,0,0,0,1,0,0,1,4
A Nehra,0,PP Chawla,7,2,2,0,0,2,0,1,0,7
A Nehra,0,UT Yadav,8,1,0,0,0,0,0,0,1,2
A Nehra,0,S Dhawan,5,12,13,1,1,6,0,0,0,33
A Nehra,0,MC Henriques,5,3,1,2,0,1,0,0,0,7
A Nehra,0,HM Amla,4,3,3,0,0,4,0,1,0,11
A Nehra,0,M Vohra,5,2,2,0,0,1,0,0,1,6
A Nehra,0,EJG Morgan,5,0,1,0,0,0,0,0,0,1
A Nehra,0,MM Sharma,7,2,0,0,0,0,0,0,1,3
A Nehra,0,I Sharma,6,0,1,0,0,1,0,0,0,2
A Nehra,0,JH Kallis,5,11,9,2,0,3,0,1,0,26
A Nehra,0,YV Takawale,7,1,2,0,0,0,0,0,0,3
A Nehra,0,JA Morkel,4,3,10,0,0,2,0,0,1,16
A Nehra,0,KP Pietersen,4,7,5,0,0,2,0,2,0,16
A Nehra,0,AJ Finch,4,4,4,0,0,0,0,0,0,8
A Nehra,0,SC Ganguly,7,3,5,0,1,1,0,1,0,11
A Nehra,0,LR Shukla,7,1,0,0,0,0,0,0,0,1
A Nehra,0,AB Agarkar,5,1,1,1,0,0,0,0,0,3
A Nehra,0,M Kartik,7,0,2,1,0,0,0,0,0,3
A Nehra,0,ML Hayden,4,9,7,1,0,3,0,1,1,22
A Nehra,0,LRPL Taylor,5,2,3,1,0,1,0,0,0,7
A Nehra,0,Y Nagar,7,3,4,1,0,1,0,0,0,9
A Nehra,0,R Sharma,6,1,1,2,0,0,0,0,0,4
